user_id,cluster,segment,total_orders,avg_order_size,reorder_rate,avg_days_between_orders,unique_departments,product_diversity,avg_cart_position
178942,0,Occasional Buyers,12,2.42,0.3448,23.73,9,0.6552,2.07
178290,1,Loyal Regulars,12,15.08,0.6133,10.64,10,0.3867,8.5
188535,1,Loyal Regulars,10,4.2,0.8571,12.56,4,0.1429,2.81
45138,0,Occasional Buyers,14,10.79,0.4702,16.77,11,0.5298,6.28
140476,0,Occasional Buyers,13,8.85,0.2783,9.17,13,0.7217,6.52
119645,1,Loyal Regulars,22,8.59,0.4762,12.76,16,0.5238,5.47
20918,0,Occasional Buyers,3,12.67,0.3684,25.0,6,0.6316,7.0
138948,1,Loyal Regulars,74,10.96,0.7127,4.89,18,0.2873,7.27
170234,0,Occasional Buyers,12,3.42,0.3659,19.64,10,0.6341,2.37
198192,1,Loyal Regulars,15,14.47,0.4055,9.64,18,0.5945,8.37
124168,0,Occasional Buyers,6,1.67,0.5,14.4,4,0.5,1.5
86483,1,Loyal Regulars,6,20.17,0.5289,20.8,10,0.4711,11.06
185292,1,Loyal Regulars,6,16.67,0.33,6.8,14,0.67,9.4
30431,0,Occasional Buyers,19,3.79,0.3889,10.89,10,0.6111,3.06
14286,0,Occasional Buyers,3,18.67,0.0714,4.0,14,0.9286,10.73
31839,0,Occasional Buyers,3,13.0,0.2308,14.5,8,0.7692,7.03
133671,1,Loyal Regulars,23,9.0,0.7053,13.36,12,0.2947,6.67
52913,0,Occasional Buyers,3,10.67,0.3438,25.5,9,0.6562,6.28
101933,1,Loyal Regulars,47,11.47,0.7588,6.07,10,0.2412,7.59
174823,1,Loyal Regulars,22,3.32,0.5616,14.0,11,0.4384,2.73
189805,0,Occasional Buyers,20,6.55,0.4733,17.32,12,0.5267,4.25
199304,0,Occasional Buyers,8,15.38,0.3008,14.57,13,0.6992,9.24
68458,0,Occasional Buyers,10,10.3,0.5922,19.89,9,0.4078,5.92
28406,0,Occasional Buyers,4,3.25,0.3077,24.33,7,0.6923,2.23
65412,0,Occasional Buyers,8,8.12,0.3692,24.0,10,0.6308,5.48
107357,0,Occasional Buyers,3,1.33,0.25,20.0,1,0.75,1.25
168588,0,Occasional Buyers,6,2.67,0.125,8.6,8,0.875,2.38
34908,0,Occasional Buyers,15,4.47,0.4478,14.71,8,0.5522,3.18
200785,1,Loyal Regulars,19,7.32,0.6259,16.89,11,0.3741,4.68
134637,1,Loyal Regulars,17,14.06,0.4351,10.69,15,0.5649,10.21
47810,0,Occasional Buyers,6,3.0,0.5556,27.0,6,0.4444,2.17
196291,0,Occasional Buyers,6,6.67,0.2,26.2,9,0.8,4.3
110731,0,Occasional Buyers,20,8.4,0.2976,13.95,15,0.7024,6.23
15346,0,Occasional Buyers,6,23.0,0.2174,30.0,12,0.7826,12.2
42694,0,Occasional Buyers,3,4.33,0.0769,30.0,4,0.9231,4.54
4299,1,Loyal Regulars,37,10.62,0.6539,8.44,15,0.3461,6.94
39740,0,Occasional Buyers,11,10.73,0.3644,7.8,12,0.6356,6.92
63174,0,Occasional Buyers,8,4.25,0.5882,3.29,6,0.4118,2.94
176323,0,Occasional Buyers,5,10.2,0.2157,20.75,10,0.7843,6.45
88658,0,Occasional Buyers,5,12.0,0.3167,21.75,12,0.6833,7.57
8607,0,Occasional Buyers,3,28.33,0.2824,21.0,9,0.7176,16.67
27167,1,Loyal Regulars,5,19.0,0.3474,10.5,12,0.6526,11.17
164477,1,Loyal Regulars,10,10.9,0.5138,8.56,14,0.4862,7.24
81135,0,Occasional Buyers,4,12.0,0.3542,22.0,7,0.6458,6.75
133309,0,Occasional Buyers,6,8.5,0.2745,28.0,11,0.7255,6.33
2628,1,Loyal Regulars,21,17.81,0.3503,10.65,15,0.6497,11.57
135585,1,Loyal Regulars,5,14.8,0.2838,5.25,16,0.7162,9.99
185527,1,Loyal Regulars,15,22.27,0.6467,12.71,14,0.3533,12.05
132392,0,Occasional Buyers,9,9.89,0.3146,23.62,11,0.6854,5.9
62164,0,Occasional Buyers,4,23.0,0.2283,20.67,14,0.7717,12.57
154234,0,Occasional Buyers,3,15.33,0.0435,20.5,13,0.9565,9.3
52563,0,Occasional Buyers,3,5.33,0.125,15.0,8,0.875,3.44
114925,1,Loyal Regulars,37,3.54,0.7786,8.81,4,0.2214,2.5
75393,1,Loyal Regulars,22,12.45,0.6788,13.48,16,0.3212,7.5
10309,1,Loyal Regulars,20,8.5,0.6176,18.0,14,0.3824,5.12
2000,0,Occasional Buyers,10,4.9,0.3878,8.78,9,0.6122,4.37
21647,1,Loyal Regulars,37,12.38,0.6769,5.42,13,0.3231,8.02
142757,1,Loyal Regulars,20,14.85,0.6195,9.47,16,0.3805,8.96
120222,1,Loyal Regulars,46,8.48,0.4436,7.36,14,0.5564,5.61
48118,0,Occasional Buyers,6,5.5,0.4848,12.6,7,0.5152,3.73
127883,0,Occasional Buyers,21,2.33,0.5714,13.7,8,0.4286,2.0
19292,0,Occasional Buyers,7,8.29,0.4828,22.33,10,0.5172,4.83
195179,0,Occasional Buyers,5,2.6,0.0,19.5,5,1.0,2.15
203013,0,Occasional Buyers,10,10.9,0.2844,13.56,13,0.7156,7.4
111097,0,Occasional Buyers,3,17.0,0.1569,30.0,10,0.8431,14.31
92290,0,Occasional Buyers,5,7.4,0.3514,14.0,10,0.6486,4.27
178620,0,Occasional Buyers,11,9.55,0.5524,19.5,10,0.4476,6.48
123813,0,Occasional Buyers,5,4.8,0.5,18.25,7,0.5,3.62
121990,1,Loyal Regulars,27,23.15,0.5984,8.77,16,0.4016,12.99
115618,1,Loyal Regulars,8,18.62,0.4765,21.43,13,0.5235,10.64
172043,0,Occasional Buyers,6,5.67,0.0588,19.6,5,0.9412,4.15
80966,1,Loyal Regulars,25,13.0,0.6677,6.0,13,0.3323,8.47
179155,1,Loyal Regulars,14,9.93,0.6906,4.85,10,0.3094,6.53
162616,1,Loyal Regulars,31,18.03,0.7191,10.27,18,0.2809,11.02
147185,0,Occasional Buyers,11,5.55,0.3115,14.1,10,0.6885,4.13
89135,1,Loyal Regulars,11,10.91,0.5583,16.7,12,0.4417,6.54
84963,0,Occasional Buyers,5,22.6,0.3009,28.5,13,0.6991,12.03
168249,0,Occasional Buyers,4,3.5,0.0714,16.33,4,0.9286,4.29
178491,1,Loyal Regulars,55,1.87,0.4175,6.59,8,0.5825,2.18
120969,0,Occasional Buyers,23,4.13,0.3895,13.45,12,0.6105,3.45
129755,1,Loyal Regulars,65,11.57,0.7447,5.38,16,0.2553,7.37
89468,0,Occasional Buyers,16,10.12,0.2407,18.47,14,0.7593,6.25
45561,0,Occasional Buyers,10,9.0,0.4444,18.56,9,0.5556,5.28
183627,0,Occasional Buyers,4,11.75,0.3617,21.33,8,0.6383,8.0
103347,0,Occasional Buyers,4,17.5,0.2714,19.67,17,0.7286,10.54
183492,1,Loyal Regulars,12,8.75,0.5905,11.55,10,0.4095,5.66
133488,1,Loyal Regulars,45,12.2,0.5537,7.5,15,0.4463,8.54
42011,0,Occasional Buyers,4,5.75,0.087,22.33,9,0.913,3.7
81676,1,Loyal Regulars,42,9.71,0.6593,5.2,15,0.3407,5.76
184289,1,Loyal Regulars,47,12.3,0.6263,7.65,16,0.3737,7.98
59442,1,Loyal Regulars,28,7.79,0.5046,6.74,16,0.4954,5.17
188323,0,Occasional Buyers,14,8.43,0.3136,12.23,15,0.6864,6.14
150497,0,Occasional Buyers,5,7.8,0.5897,13.75,8,0.4103,4.46
197934,0,Occasional Buyers,3,12.33,0.1351,21.5,8,0.8649,10.35
131394,1,Loyal Regulars,5,22.2,0.5405,25.75,11,0.4595,11.98
77141,1,Loyal Regulars,6,16.33,0.3878,19.6,15,0.6122,9.59
97571,0,Occasional Buyers,5,7.8,0.1795,25.0,9,0.8205,4.54
42711,1,Loyal Regulars,99,4.31,0.7681,2.92,11,0.2319,3.27
96810,0,Occasional Buyers,3,12.0,0.3333,22.0,7,0.6667,6.61
126757,1,Loyal Regulars,62,12.55,0.7005,5.84,15,0.2995,8.2
91194,1,Loyal Regulars,9,8.0,0.75,7.12,8,0.25,4.82
36173,1,Loyal Regulars,4,22.75,0.2527,5.0,11,0.7473,14.78
200136,0,Occasional Buyers,21,4.52,0.3895,13.65,13,0.6105,3.8
29937,0,Occasional Buyers,3,5.67,0.2941,10.0,4,0.7059,4.65
124987,0,Occasional Buyers,6,11.67,0.3857,13.0,12,0.6143,6.73
196392,1,Loyal Regulars,25,8.72,0.5642,13.46,15,0.4358,5.23
104363,0,Occasional Buyers,6,7.0,0.2619,25.2,8,0.7381,4.79
134551,1,Loyal Regulars,36,6.58,0.4937,9.54,16,0.5063,4.32
145795,0,Occasional Buyers,5,12.2,0.1475,6.75,11,0.8525,7.61
55289,0,Occasional Buyers,4,10.0,0.15,17.33,10,0.85,5.98
156509,0,Occasional Buyers,4,4.0,0.0,20.67,5,1.0,2.81
156791,1,Loyal Regulars,39,3.38,0.697,8.18,11,0.303,2.48
112084,0,Occasional Buyers,6,10.5,0.1746,14.8,11,0.8254,6.78
195478,0,Occasional Buyers,34,1.88,0.5625,9.97,7,0.4375,1.62
145537,1,Loyal Regulars,18,18.17,0.5076,12.65,16,0.4924,10.69
160622,0,Occasional Buyers,9,2.44,0.7727,20.12,4,0.2273,1.82
112384,0,Occasional Buyers,4,9.5,0.1316,11.33,9,0.8684,6.34
17472,1,Loyal Regulars,56,13.73,0.6424,5.75,18,0.3576,10.24
7256,1,Loyal Regulars,20,9.2,0.6304,8.05,14,0.3696,6.1
150730,1,Loyal Regulars,18,14.83,0.4232,18.59,13,0.5768,8.62
169449,1,Loyal Regulars,12,14.67,0.5966,7.09,13,0.4034,8.05
169979,0,Occasional Buyers,3,13.0,0.0769,18.5,11,0.9231,7.95
144903,0,Occasional Buyers,8,9.12,0.137,25.29,12,0.863,5.6
51831,0,Occasional Buyers,3,9.0,0.1111,30.0,7,0.8889,5.04
24690,0,Occasional Buyers,11,7.27,0.3625,19.0,11,0.6375,4.47
151468,0,Occasional Buyers,4,6.25,0.16,10.67,10,0.84,4.48
203931,1,Loyal Regulars,53,7.0,0.6092,6.73,14,0.3908,5.43
196917,0,Occasional Buyers,3,13.33,0.275,14.5,8,0.725,7.52
130549,0,Occasional Buyers,11,1.91,0.4286,15.6,3,0.5714,1.81
197229,0,Occasional Buyers,3,2.67,0.375,29.5,3,0.625,2.0
109794,1,Loyal Regulars,28,16.82,0.6539,11.67,15,0.3461,10.73
24779,0,Occasional Buyers,3,5.33,0.1875,30.0,8,0.8125,3.44
108246,0,Occasional Buyers,9,2.0,0.4444,25.25,5,0.5556,2.0
104256,1,Loyal Regulars,50,22.54,0.622,7.16,18,0.378,13.28
160249,0,Occasional Buyers,5,6.6,0.303,11.25,9,0.697,4.09
61485,0,Occasional Buyers,11,11.18,0.1545,1.5,15,0.8455,10.28
25247,1,Loyal Regulars,27,9.26,0.504,7.31,14,0.496,5.57
2234,0,Occasional Buyers,15,4.53,0.4118,10.29,12,0.5882,3.44
147111,1,Loyal Regulars,16,20.38,0.6258,7.0,14,0.3742,10.97
52517,1,Loyal Regulars,15,6.07,0.6044,4.21,8,0.3956,4.41
71254,1,Loyal Regulars,9,12.11,0.4771,14.38,11,0.5229,8.34
25469,1,Loyal Regulars,9,5.11,0.7391,8.5,5,0.2609,3.59
163636,1,Loyal Regulars,7,20.71,0.531,9.83,15,0.469,11.26
125432,1,Loyal Regulars,39,3.13,0.6639,7.29,11,0.3361,2.72
194712,1,Loyal Regulars,18,12.5,0.5289,13.88,14,0.4711,9.06
201218,0,Occasional Buyers,5,10.0,0.44,11.0,11,0.56,6.72
98444,1,Loyal Regulars,48,17.65,0.7863,5.17,16,0.2137,10.15
86982,0,Occasional Buyers,8,10.62,0.3765,8.43,10,0.6235,7.42
205585,0,Occasional Buyers,16,3.19,0.549,20.07,8,0.451,2.41
120744,0,Occasional Buyers,13,9.92,0.4419,16.08,13,0.5581,6.36
30190,0,Occasional Buyers,15,6.33,0.3895,14.64,12,0.6105,4.24
99034,0,Occasional Buyers,10,4.5,0.3333,15.44,9,0.6667,5.91
93229,0,Occasional Buyers,5,9.8,0.0816,17.0,10,0.9184,6.59
20825,0,Occasional Buyers,15,10.07,0.4172,16.0,13,0.5828,6.06
61194,1,Loyal Regulars,50,8.12,0.6527,7.29,16,0.3473,5.3
185331,1,Loyal Regulars,43,11.23,0.7453,8.55,15,0.2547,7.04
102107,0,Occasional Buyers,8,2.25,0.6667,20.29,4,0.3333,1.72
70375,0,Occasional Buyers,6,2.33,0.3571,27.6,7,0.6429,2.21
7924,1,Loyal Regulars,45,9.49,0.7377,7.41,16,0.2623,5.59
2768,1,Loyal Regulars,10,26.7,0.5918,13.78,14,0.4082,14.66
167388,1,Loyal Regulars,12,16.17,0.4588,14.82,16,0.5412,10.3
127433,0,Occasional Buyers,11,9.91,0.156,24.3,12,0.844,6.71
85419,0,Occasional Buyers,7,8.14,0.6667,25.67,6,0.3333,4.84
103848,1,Loyal Regulars,3,21.33,0.2031,6.5,14,0.7969,11.67
165659,0,Occasional Buyers,9,7.67,0.5797,16.12,8,0.4203,4.99
99808,1,Loyal Regulars,12,13.75,0.3515,6.36,13,0.6485,9.27
109584,1,Loyal Regulars,15,17.87,0.7127,4.5,10,0.2873,9.89
188244,0,Occasional Buyers,6,7.5,0.6667,16.2,4,0.3333,4.64
178154,1,Loyal Regulars,37,2.97,0.7909,9.5,8,0.2091,2.95
100517,0,Occasional Buyers,5,7.4,0.4595,21.0,5,0.5405,5.35
139350,0,Occasional Buyers,7,19.57,0.3577,24.67,14,0.6423,11.61
134376,0,Occasional Buyers,15,7.8,0.4701,14.86,13,0.5299,5.32
72452,1,Loyal Regulars,18,7.11,0.5547,15.06,12,0.4453,4.6
93557,0,Occasional Buyers,7,13.43,0.3936,19.33,14,0.6064,8.43
161402,1,Loyal Regulars,7,20.86,0.4726,19.5,12,0.5274,11.32
88740,0,Occasional Buyers,3,2.67,0.25,30.0,5,0.75,2.38
71966,1,Loyal Regulars,29,5.52,0.7438,5.04,10,0.2562,3.38
104393,0,Occasional Buyers,12,7.83,0.5426,19.18,6,0.4574,5.67
29161,0,Occasional Buyers,10,12.1,0.3306,21.67,15,0.6694,9.53
94274,0,Occasional Buyers,5,9.2,0.1957,7.75,10,0.8043,5.54
190833,0,Occasional Buyers,10,7.3,0.1918,18.56,12,0.8082,4.75
190804,0,Occasional Buyers,3,6.0,0.0,30.0,7,1.0,3.89
87404,0,Occasional Buyers,4,3.25,0.2308,14.0,4,0.7692,2.46
3677,0,Occasional Buyers,8,12.5,0.31,7.86,13,0.69,7.8
128814,0,Occasional Buyers,15,3.07,0.6957,14.36,6,0.3043,2.3
143595,1,Loyal Regulars,11,9.82,0.6759,20.5,12,0.3241,5.61
75557,0,Occasional Buyers,4,12.25,0.0612,16.33,13,0.9388,7.49
58486,1,Loyal Regulars,10,27.7,0.5487,19.11,15,0.4513,15.2
140876,1,Loyal Regulars,7,13.86,0.4639,14.33,13,0.5361,8.03
180141,1,Loyal Regulars,40,7.62,0.9213,6.82,7,0.0787,4.59
3998,0,Occasional Buyers,6,3.0,0.2778,12.4,7,0.7222,2.39
154934,0,Occasional Buyers,8,10.12,0.2222,13.14,11,0.7778,5.86
163619,0,Occasional Buyers,11,5.36,0.322,23.4,11,0.678,4.54
71850,1,Loyal Regulars,9,16.89,0.5789,9.25,9,0.4211,9.16
103010,0,Occasional Buyers,20,8.15,0.2638,13.0,14,0.7362,10.49
126155,0,Occasional Buyers,5,7.6,0.2895,20.75,10,0.7105,5.29
111451,1,Loyal Regulars,47,17.34,0.7706,7.67,18,0.2294,11.46
122882,1,Loyal Regulars,21,9.05,0.3895,12.85,15,0.6105,5.99
111025,0,Occasional Buyers,3,12.0,0.25,30.0,9,0.75,6.69
95372,1,Loyal Regulars,28,8.18,0.4716,9.52,15,0.5284,5.36
170030,1,Loyal Regulars,29,9.34,0.417,12.39,13,0.583,6.57
5132,0,Occasional Buyers,9,4.78,0.4419,17.12,10,0.5581,4.02
170370,1,Loyal Regulars,31,10.32,0.6781,7.67,13,0.3219,7.01
8326,0,Occasional Buyers,3,6.0,0.2778,13.5,11,0.7222,3.67
108888,1,Loyal Regulars,26,30.15,0.7691,9.68,17,0.2309,16.59
139837,0,Occasional Buyers,4,10.5,0.3333,17.0,7,0.6667,6.24
60829,0,Occasional Buyers,10,7.2,0.2361,10.0,11,0.7639,4.85
195174,1,Loyal Regulars,5,23.4,0.5128,18.25,11,0.4872,12.8
202101,1,Loyal Regulars,38,5.95,0.7566,9.76,9,0.2434,4.13
189826,0,Occasional Buyers,7,13.43,0.2872,21.33,10,0.7128,8.46
132266,1,Loyal Regulars,6,14.0,0.4762,14.8,11,0.5238,8.36
115368,0,Occasional Buyers,5,7.4,0.3784,25.25,7,0.6216,4.65
56404,0,Occasional Buyers,3,5.0,0.1333,19.0,5,0.8667,3.2
128305,1,Loyal Regulars,68,15.41,0.7338,5.31,19,0.2662,9.81
21446,0,Occasional Buyers,4,2.5,0.4,20.33,4,0.6,1.9
23460,1,Loyal Regulars,16,10.81,0.5376,12.87,13,0.4624,7.86
97877,0,Occasional Buyers,3,1.33,0.5,30.0,2,0.5,1.25
190828,0,Occasional Buyers,6,4.83,0.3793,15.8,7,0.6207,3.28
82469,0,Occasional Buyers,3,24.67,0.2568,30.0,10,0.7432,13.28
66990,0,Occasional Buyers,3,5.67,0.2941,25.5,6,0.7059,4.18
126211,0,Occasional Buyers,5,7.4,0.3514,17.25,8,0.6486,6.49
25229,0,Occasional Buyers,10,8.9,0.3596,6.44,14,0.6404,5.66
177472,1,Loyal Regulars,37,11.78,0.8326,9.47,15,0.1674,7.07
92280,0,Occasional Buyers,5,9.8,0.2449,7.25,10,0.7551,7.08
28423,1,Loyal Regulars,19,6.21,0.5678,8.67,11,0.4322,3.99
168468,0,Occasional Buyers,3,12.67,0.0789,22.5,10,0.9211,10.16
201683,0,Occasional Buyers,9,14.78,0.391,19.38,14,0.609,8.71
20757,0,Occasional Buyers,6,10.33,0.1452,18.2,13,0.8548,6.23
164442,0,Occasional Buyers,5,6.2,0.3871,8.5,10,0.6129,3.9
84201,0,Occasional Buyers,5,3.2,0.5,24.75,3,0.5,2.56
44985,0,Occasional Buyers,4,10.75,0.3953,14.33,6,0.6047,6.26
118656,1,Loyal Regulars,18,11.72,0.3839,10.94,15,0.6161,7.21
146631,0,Occasional Buyers,4,8.25,0.2121,22.67,10,0.7879,5.67
134467,1,Loyal Regulars,24,6.0,0.5556,5.78,14,0.4444,4.24
3228,1,Loyal Regulars,59,2.59,0.7386,5.83,11,0.2614,2.25
56900,1,Loyal Regulars,7,28.29,0.4949,9.33,15,0.5051,15.34
171692,1,Loyal Regulars,9,7.78,0.7,9.88,8,0.3,4.51
183533,1,Loyal Regulars,40,9.1,0.6841,8.56,17,0.3159,6.67
109217,1,Loyal Regulars,42,8.36,0.7208,7.51,14,0.2792,5.29
74254,1,Loyal Regulars,40,7.5,0.6133,7.41,12,0.3867,5.86
76191,1,Loyal Regulars,14,14.79,0.5459,8.69,15,0.4541,10.01
151041,1,Loyal Regulars,5,27.2,0.2426,16.25,16,0.7574,15.46
168517,0,Occasional Buyers,12,10.08,0.1157,20.45,14,0.8843,6.55
204603,0,Occasional Buyers,3,13.0,0.1026,16.5,10,0.8974,7.92
16303,1,Loyal Regulars,14,14.14,0.3737,9.69,13,0.6263,8.96
33672,0,Occasional Buyers,5,21.4,0.2243,12.25,14,0.7757,11.31
68342,0,Occasional Buyers,13,2.92,0.6842,21.58,6,0.3158,2.24
53352,0,Occasional Buyers,3,8.0,0.25,19.5,6,0.75,4.5
30998,0,Occasional Buyers,9,11.44,0.3495,24.88,13,0.6505,6.77
147530,0,Occasional Buyers,3,9.33,0.1429,4.0,10,0.8571,5.54
74594,1,Loyal Regulars,13,17.38,0.531,18.5,14,0.469,10.85
31470,1,Loyal Regulars,10,20.2,0.6584,19.44,14,0.3416,11.26
104097,0,Occasional Buyers,3,1.0,0.6667,16.0,1,0.3333,1.0
159759,1,Loyal Regulars,10,21.9,0.4384,15.78,16,0.5616,12.85
56717,1,Loyal Regulars,27,25.63,0.724,12.58,16,0.276,14.65
1977,1,Loyal Regulars,11,17.36,0.4555,16.0,15,0.5445,10.81
158012,0,Occasional Buyers,7,17.14,0.4917,30.0,13,0.5083,10.65
188353,0,Occasional Buyers,11,3.18,0.6286,17.4,5,0.3714,2.43
124778,0,Occasional Buyers,10,9.6,0.4375,7.89,10,0.5625,5.93
113140,0,Occasional Buyers,8,3.5,0.25,28.14,9,0.75,2.57
189923,1,Loyal Regulars,22,7.91,0.6494,14.38,10,0.3506,4.8
146597,1,Loyal Regulars,12,38.58,0.7171,7.36,15,0.2829,20.16
10829,0,Occasional Buyers,9,8.11,0.3151,19.12,11,0.6849,5.19
90632,1,Loyal Regulars,60,6.3,0.7725,6.0,14,0.2275,5.13
135697,0,Occasional Buyers,3,14.33,0.2558,30.0,10,0.7442,8.19
15938,1,Loyal Regulars,18,11.44,0.3738,9.18,14,0.6262,6.86
193646,0,Occasional Buyers,5,5.2,0.1923,30.0,7,0.8077,5.04
40714,0,Occasional Buyers,9,4.33,0.0513,14.38,9,0.9487,3.69
141521,1,Loyal Regulars,10,8.3,0.7108,6.0,6,0.2892,4.98
132259,1,Loyal Regulars,31,7.74,0.6708,11.7,14,0.3292,5.56
133522,1,Loyal Regulars,36,4.44,0.7375,10.0,9,0.2625,3.64
159546,1,Loyal Regulars,30,21.03,0.6197,9.79,16,0.3803,12.23
111677,0,Occasional Buyers,4,5.25,0.1429,26.33,10,0.8571,4.43
96472,1,Loyal Regulars,38,5.24,0.6131,9.03,10,0.3869,3.63
197362,0,Occasional Buyers,3,24.0,0.125,26.5,13,0.875,12.54
21529,0,Occasional Buyers,6,13.67,0.2073,26.6,15,0.7927,8.7
91409,0,Occasional Buyers,3,21.67,0.2,15.0,13,0.8,12.26
180869,0,Occasional Buyers,3,15.67,0.1277,28.5,11,0.8723,9.13
114660,0,Occasional Buyers,3,1.33,0.0,30.0,3,1.0,1.25
139673,0,Occasional Buyers,3,3.33,0.2,25.0,4,0.8,2.8
50208,0,Occasional Buyers,4,8.5,0.1765,20.0,9,0.8235,5.0
54402,1,Loyal Regulars,23,17.22,0.75,13.45,14,0.25,9.48
12080,1,Loyal Regulars,29,12.45,0.7535,12.32,14,0.2465,7.66
44256,0,Occasional Buyers,14,12.43,0.2471,11.54,16,0.7529,8.74
59898,1,Loyal Regulars,40,12.3,0.8394,8.77,12,0.1606,7.22
115048,0,Occasional Buyers,5,13.8,0.2609,23.0,11,0.7391,8.12
12622,1,Loyal Regulars,10,15.2,0.6053,22.44,14,0.3947,9.25
198511,0,Occasional Buyers,4,1.5,0.5,16.67,2,0.5,1.33
51986,0,Occasional Buyers,17,2.41,0.561,14.94,8,0.439,1.98
93521,0,Occasional Buyers,3,14.67,0.1591,18.0,11,0.8409,9.7
189789,0,Occasional Buyers,3,15.67,0.2979,14.0,10,0.7021,8.7
192690,1,Loyal Regulars,38,12.97,0.6633,8.95,15,0.3367,7.78
197571,0,Occasional Buyers,6,6.33,0.2632,20.2,8,0.7368,4.32
104481,1,Loyal Regulars,36,19.03,0.6642,9.29,17,0.3358,11.15
164025,0,Occasional Buyers,6,7.5,0.3333,23.6,10,0.6667,4.4
63164,1,Loyal Regulars,17,12.0,0.5833,11.56,13,0.4167,8.83
109089,1,Loyal Regulars,65,7.83,0.6562,3.39,16,0.3438,6.44
124646,1,Loyal Regulars,8,17.5,0.4429,8.57,15,0.5571,10.27
41028,0,Occasional Buyers,6,7.33,0.2045,23.2,14,0.7955,4.75
111195,1,Loyal Regulars,31,19.26,0.7554,10.13,14,0.2446,11.67
115889,0,Occasional Buyers,3,6.67,0.15,21.0,8,0.85,4.35
52562,1,Loyal Regulars,10,8.2,0.5366,7.89,13,0.4634,5.91
112339,0,Occasional Buyers,5,6.8,0.1176,19.5,10,0.8824,7.03
34101,0,Occasional Buyers,6,4.67,0.1786,3.0,6,0.8214,4.21
125314,1,Loyal Regulars,62,11.79,0.855,5.93,13,0.145,7.23
14183,1,Loyal Regulars,15,10.13,0.6053,11.29,12,0.3947,6.32
105565,0,Occasional Buyers,4,7.0,0.2143,15.67,8,0.7857,5.25
202955,0,Occasional Buyers,6,14.33,0.3372,24.4,13,0.6628,8.44
101940,0,Occasional Buyers,7,6.86,0.2917,24.17,9,0.7083,5.17
189956,1,Loyal Regulars,12,10.58,0.4331,11.45,12,0.5669,10.92
44549,0,Occasional Buyers,15,11.87,0.3371,7.43,12,0.6629,7.36
82357,1,Loyal Regulars,47,11.36,0.6723,7.78,14,0.3277,7.5
148276,0,Occasional Buyers,6,10.17,0.2131,23.8,13,0.7869,6.36
63009,0,Occasional Buyers,6,4.67,0.3929,11.4,4,0.6071,3.18
122924,0,Occasional Buyers,4,14.0,0.3571,19.33,12,0.6429,7.84
124170,0,Occasional Buyers,12,11.75,0.2908,16.36,14,0.7092,8.13
67344,1,Loyal Regulars,12,11.42,0.5474,11.0,11,0.4526,6.67
57124,0,Occasional Buyers,7,14.71,0.2913,26.0,7,0.7087,8.49
135552,0,Occasional Buyers,6,5.5,0.0303,14.0,9,0.9697,4.0
89802,0,Occasional Buyers,5,2.4,0.25,13.5,7,0.75,1.83
89631,0,Occasional Buyers,7,5.29,0.3243,24.83,12,0.6757,3.32
185950,0,Occasional Buyers,5,12.8,0.2812,24.75,13,0.7188,9.97
89070,0,Occasional Buyers,14,7.43,0.375,15.0,14,0.625,5.07
16921,0,Occasional Buyers,12,1.92,0.7391,21.27,5,0.2609,1.52
194245,0,Occasional Buyers,13,3.0,0.3846,22.75,8,0.6154,2.46
42990,1,Loyal Regulars,25,19.08,0.7778,12.54,15,0.2222,11.32
194743,0,Occasional Buyers,9,10.56,0.4737,11.12,9,0.5263,6.09
197529,0,Occasional Buyers,3,20.33,0.2787,10.5,11,0.7213,11.03
108720,0,Occasional Buyers,3,9.33,0.1071,15.5,11,0.8929,5.68
73626,1,Loyal Regulars,12,5.67,0.7353,9.36,7,0.2647,3.78
188824,0,Occasional Buyers,6,6.83,0.1707,23.6,11,0.8293,4.24
88970,0,Occasional Buyers,5,1.2,0.3333,25.75,4,0.6667,1.17
136490,0,Occasional Buyers,8,11.0,0.2727,22.0,11,0.7273,7.45
112546,0,Occasional Buyers,4,9.5,0.4211,21.67,7,0.5789,6.32
39557,0,Occasional Buyers,3,5.67,0.1176,30.0,5,0.8824,3.65
152485,0,Occasional Buyers,6,5.5,0.0909,20.0,12,0.9091,5.42
92990,1,Loyal Regulars,7,28.71,0.2985,22.67,14,0.7015,17.74
17798,1,Loyal Regulars,5,24.4,0.2705,23.25,16,0.7295,13.31
156035,0,Occasional Buyers,10,7.6,0.4342,12.56,14,0.5658,5.54
25020,0,Occasional Buyers,10,8.0,0.5625,17.67,9,0.4375,4.84
150129,0,Occasional Buyers,6,2.5,0.6,17.2,3,0.4,1.8
87460,1,Loyal Regulars,17,17.0,0.692,14.75,16,0.308,10.21
141248,0,Occasional Buyers,7,6.71,0.4468,7.67,8,0.5532,4.83
11778,0,Occasional Buyers,13,10.15,0.3485,16.25,13,0.6515,6.23
164614,1,Loyal Regulars,18,5.06,0.4286,5.65,13,0.5714,3.71
59667,1,Loyal Regulars,28,2.14,0.7333,5.3,4,0.2667,1.87
66007,0,Occasional Buyers,4,11.0,0.1591,23.33,10,0.8409,7.84
155500,0,Occasional Buyers,3,5.0,0.0667,30.0,5,0.9333,3.87
65487,1,Loyal Regulars,26,7.15,0.5538,11.88,15,0.4462,5.3
96377,1,Loyal Regulars,13,5.46,0.6761,12.5,6,0.3239,4.06
32130,0,Occasional Buyers,4,13.25,0.1887,25.33,12,0.8113,8.32
