order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,is_first_order
2086322,41821,train,41,1,12,5.0,0
3414214,41822,train,7,3,10,11.0,0
2137805,41823,train,11,1,11,30.0,0
652479,41824,train,16,0,12,3.0,0
246836,41825,train,4,3,20,19.0,0
2229076,41829,train,10,3,10,23.0,0
2106575,41832,train,7,0,19,30.0,0
2444859,41833,train,15,0,16,13.0,0
2935916,41834,train,14,6,8,7.0,0
3209383,41838,train,4,3,20,30.0,0
304004,41839,train,13,6,11,30.0,0
3014115,41840,train,5,4,13,30.0,0
1256435,41842,train,5,4,12,20.0,0
3361141,41844,train,9,0,11,8.0,0
2608462,41845,train,32,5,21,6.0,0
828670,41846,train,8,2,15,30.0,0
1463475,41848,train,58,5,1,2.0,0
819253,41849,train,7,1,11,22.0,0
2038892,41850,train,5,2,18,30.0,0
1533413,41851,train,13,5,20,30.0,0
1592293,41852,train,12,1,20,30.0,0
490815,41853,train,30,3,17,7.0,0
2234291,41856,train,20,6,11,4.0,0
321117,41857,train,4,0,18,30.0,0
2389432,41858,train,14,2,13,14.0,0
2479832,41863,train,11,4,18,5.0,0
1259452,41865,train,13,1,16,8.0,0
2851141,41866,train,13,4,20,30.0,0
954226,41867,train,24,6,10,11.0,0
839016,41869,train,33,0,8,30.0,0
420290,41870,train,33,6,12,2.0,0
1523038,41871,train,4,6,15,7.0,0
113735,41872,train,8,2,9,30.0,0
245675,41873,train,11,5,12,4.0,0
2289913,41877,train,38,0,13,7.0,0
3340190,41878,train,43,3,10,13.0,0
641291,41879,train,58,6,7,2.0,0
1775835,41880,train,5,0,14,30.0,0
373270,41883,train,17,1,13,20.0,0
2767189,41884,train,10,1,10,6.0,0
2602940,41885,train,13,3,13,17.0,0
1429331,41886,train,12,0,13,6.0,0
82566,41888,train,5,0,16,30.0,0
1855138,41889,train,9,6,18,2.0,0
1733794,41890,train,62,1,9,5.0,0
1181678,41891,train,7,0,10,30.0,0
983051,41892,train,4,2,15,30.0,0
2892452,41897,train,7,4,9,9.0,0
1871521,41898,train,26,6,15,6.0,0
330425,41899,train,31,0,9,30.0,0
2991638,41903,train,13,6,18,30.0,0
560179,41904,train,42,0,11,29.0,0
2859540,41905,train,12,2,7,25.0,0
1410596,41906,train,8,2,23,22.0,0
2264997,41907,train,20,2,11,6.0,0
855475,41908,train,4,0,18,30.0,0
2311099,41909,train,43,2,16,9.0,0
20900,41913,train,17,2,11,15.0,0
366376,41914,train,21,1,13,17.0,0
1145759,41915,train,19,2,17,3.0,0
2516003,41916,train,12,6,22,7.0,0
3032764,41917,train,6,0,14,30.0,0
643570,41920,train,26,0,10,8.0,0
2627037,41922,train,5,6,8,30.0,0
2650308,41923,train,4,1,11,30.0,0
3070588,41924,train,5,2,15,30.0,0
3025582,41925,train,20,2,19,10.0,0
2830196,41926,train,8,3,3,4.0,0
2721885,41927,train,26,6,9,14.0,0
2742640,41930,train,14,2,10,26.0,0
3364456,41934,train,6,4,12,20.0,0
2977349,41935,train,12,3,19,22.0,0
1946567,41936,train,6,1,13,19.0,0
2025000,41937,train,7,6,12,30.0,0
2085512,41938,train,5,0,10,13.0,0
1269388,41939,train,4,2,9,12.0,0
1778832,41940,train,4,0,9,8.0,0
2536886,41941,train,18,0,15,11.0,0
1632776,41942,train,44,5,9,3.0,0
1241524,41943,train,29,6,8,8.0,0
432030,41944,train,25,1,17,12.0,0
2372071,41945,train,4,1,19,23.0,0
2442742,41949,train,19,3,21,7.0,0
1098075,41951,train,5,2,21,30.0,0
3316081,41953,train,23,3,11,5.0,0
2909877,41955,train,9,5,17,23.0,0
1379883,41958,train,41,0,17,8.0,0
1789435,41960,train,6,0,6,15.0,0
2579352,41962,train,7,4,8,30.0,0
533016,41963,train,25,3,8,27.0,0
1772511,41964,train,5,4,17,3.0,0
2920032,41965,train,5,4,18,6.0,0
869907,41966,train,16,6,22,4.0,0
3161884,41967,train,4,6,19,27.0,0
3165519,41968,train,6,4,17,30.0,0
648056,41970,train,13,0,16,9.0,0
3359143,41972,train,13,6,10,30.0,0
2094598,41975,train,64,3,17,2.0,0
2317763,41976,train,13,0,18,14.0,0
1847315,41980,train,47,0,19,0.0,0
64329,41982,train,9,4,12,7.0,0
3270435,41984,train,53,0,9,8.0,0
2954490,41989,train,7,0,17,7.0,0
2994333,41990,train,9,6,9,6.0,0
1446841,41991,train,5,4,14,28.0,0
2343653,41994,train,4,0,15,20.0,0
2063517,41995,train,9,2,14,30.0,0
266820,41998,train,9,0,19,22.0,0
926098,41999,train,10,0,12,30.0,0
1491097,42002,train,4,1,15,12.0,0
2798839,42004,train,20,6,15,6.0,0
2513603,42005,train,7,1,22,27.0,0
1969586,42006,train,5,4,14,30.0,0
3323741,42008,train,5,2,9,30.0,0
416149,42009,train,16,2,13,6.0,0
1357722,42010,train,7,3,15,23.0,0
2047659,42011,train,5,5,15,30.0,0
604691,42014,train,22,1,16,20.0,0
215016,42015,train,41,4,9,3.0,0
2849135,42016,train,77,0,9,6.0,0
62210,42017,train,7,0,10,30.0,0
1295137,42018,train,4,2,17,14.0,0
3380821,42019,train,12,0,17,0.0,0
505484,42020,train,7,5,20,10.0,0
229900,42021,train,29,0,19,10.0,0
1193754,42023,train,8,3,19,12.0,0
1185569,42024,train,9,0,15,30.0,0
3230733,42025,train,8,5,12,14.0,0
1788684,42028,train,8,2,8,0.0,0
21461,42030,train,4,0,15,2.0,0
2485611,42031,train,16,6,14,20.0,0
3032953,42032,train,5,0,12,30.0,0
2848649,42033,train,54,2,22,2.0,0
2212773,42034,train,26,4,14,9.0,0
89691,42035,train,4,5,17,17.0,0
1573463,42036,train,10,1,19,15.0,0
2194193,42038,train,5,1,12,18.0,0
2635548,42039,train,5,0,13,28.0,0
1693114,42040,train,4,6,17,30.0,0
583682,42041,train,10,0,20,30.0,0
3327914,42042,train,4,3,21,8.0,0
615879,42043,train,4,6,8,19.0,0
823405,42044,train,83,0,13,4.0,0
1408329,42045,train,5,5,17,30.0,0
1459658,42046,train,17,0,17,30.0,0
1706639,42048,train,16,1,9,12.0,0
3346920,42049,train,16,6,18,7.0,0
2625853,42050,train,8,5,10,4.0,0
2211122,42051,train,14,1,17,15.0,0
2894727,42052,train,6,2,15,30.0,0
1254441,42053,train,7,1,11,30.0,0
1980835,42058,train,66,0,13,4.0,0
155692,42061,train,4,0,16,30.0,0
2290093,42062,train,8,3,14,23.0,0
1109687,42063,train,27,0,18,6.0,0
3363099,42065,train,7,2,1,30.0,0
2310884,42066,train,30,2,18,16.0,0
2519346,42069,train,6,2,0,14.0,0
2322680,42070,train,6,1,9,18.0,0
3004758,42071,train,11,0,22,8.0,0
1736104,42073,train,6,1,13,30.0,0
462785,42076,train,12,6,7,8.0,0
126419,42077,train,21,2,15,1.0,0
1438780,42078,train,14,0,16,7.0,0
640962,42080,train,37,2,11,3.0,0
610688,42084,train,4,4,21,30.0,0
82618,42085,train,23,5,9,3.0,0
3389629,42087,train,9,2,20,22.0,0
291579,42088,train,10,5,16,4.0,0
1023228,42089,train,4,2,16,30.0,0
1888518,42090,train,8,2,15,16.0,0
669651,42091,train,10,0,14,24.0,0
1820315,42092,train,7,5,11,29.0,0
1061289,42093,train,6,1,13,30.0,0
3380266,42094,train,57,0,6,9.0,0
2279634,42097,train,5,1,14,7.0,0
2095798,42099,train,5,5,21,7.0,0
1691878,42100,train,35,4,7,30.0,0
2933853,42101,train,33,1,14,14.0,0
1565966,42102,train,38,4,7,6.0,0
3283462,42103,train,50,6,17,5.0,0
3101377,42109,train,8,2,20,27.0,0
2807169,42110,train,9,1,23,3.0,0
1715312,42111,train,39,6,19,12.0,0
1480590,42113,train,59,4,16,2.0,0
1736669,42115,train,6,2,15,7.0,0
372017,42119,train,4,0,14,30.0,0
2491590,42120,train,19,3,17,12.0,0
381615,42122,train,6,2,9,30.0,0
2233236,42123,train,36,0,19,1.0,0
1077075,42124,train,48,6,10,30.0,0
516780,42130,train,7,3,15,16.0,0
2289546,42131,train,24,5,8,4.0,0
1349976,42132,train,12,3,15,9.0,0
3398440,42133,train,12,6,23,4.0,0
2195434,42134,train,19,2,14,12.0,0
859836,42136,train,30,1,14,5.0,0
1070036,42137,train,8,0,15,30.0,0
3030520,42138,train,11,6,10,13.0,0
267491,42139,train,6,3,19,30.0,0
247929,42140,train,5,0,16,14.0,0
1853670,42141,train,15,5,12,7.0,0
3302415,42143,train,4,5,16,2.0,0
1695802,42144,train,6,6,9,30.0,0
2522111,42146,train,35,4,10,27.0,0
136689,42148,train,15,6,11,12.0,0
1145823,42149,train,9,3,7,30.0,0
1202678,42150,train,14,2,16,18.0,0
3128092,42151,train,25,0,21,30.0,0
417661,42152,train,4,1,17,18.0,0
2934354,42153,train,29,6,10,7.0,0
2163946,42155,train,43,4,16,12.0,0
540732,42156,train,10,4,7,30.0,0
2683033,42157,train,6,0,16,30.0,0
1313217,42159,train,11,1,8,30.0,0
793931,42160,train,5,6,13,30.0,0
2695997,42161,train,6,2,21,5.0,0
1584575,42164,train,4,0,9,30.0,0
305935,42165,train,6,3,16,30.0,0
1767435,42166,train,26,5,13,4.0,0
1517102,42167,train,5,4,16,6.0,0
2278227,42168,train,5,0,16,30.0,0
812061,42170,train,11,2,19,30.0,0
1087408,42172,train,5,3,1,30.0,0
958976,42177,train,15,1,20,5.0,0
2068912,42178,train,63,2,14,6.0,0
1514976,42180,train,10,5,23,25.0,0
240603,42182,train,61,4,10,6.0,0
3181369,42188,train,6,5,9,30.0,0
2109917,42190,train,4,1,17,21.0,0
515814,42191,train,64,2,8,8.0,0
1957861,42195,train,4,3,19,30.0,0
3170636,42196,train,4,4,13,30.0,0
3021256,42198,train,5,1,23,20.0,0
1523974,42199,train,15,0,9,30.0,0
3017872,42201,train,63,3,11,3.0,0
1217867,42202,train,12,0,16,11.0,0
873726,42203,train,34,6,19,30.0,0
427139,42205,train,22,6,13,18.0,0
2181074,42206,train,43,4,14,30.0,0
3202352,42212,train,6,0,21,30.0,0
252654,42214,train,10,5,16,12.0,0
841020,42215,train,5,5,15,26.0,0
1860648,42216,train,35,3,9,21.0,0
3195219,42218,train,12,0,13,12.0,0
143551,42220,train,11,6,15,30.0,0
3327596,42221,train,14,3,12,5.0,0
630619,42224,train,16,6,15,9.0,0
1348101,42226,train,5,0,18,30.0,0
2418886,42227,train,12,0,9,5.0,0
996857,42232,train,26,1,14,10.0,0
2480277,42234,train,43,2,12,5.0,0
2474983,42235,train,5,2,9,30.0,0
589112,42236,train,46,5,14,3.0,0
1216048,42237,train,10,4,12,17.0,0
356947,42238,train,49,5,18,13.0,0
1416922,42239,train,21,6,12,1.0,0
212734,42240,train,5,0,8,7.0,0
1786184,42241,train,4,3,16,12.0,0
760498,42243,train,6,1,15,6.0,0
2756473,42246,train,21,1,9,21.0,0
3304547,42247,train,6,5,21,12.0,0
2919845,42248,train,48,0,16,7.0,0
1431346,42249,train,42,2,16,8.0,0
2492807,42251,train,5,4,10,4.0,0
3330087,42253,train,11,0,19,16.0,0
3029001,42256,train,50,4,13,2.0,0
2777012,42257,train,21,3,17,5.0,0
1832728,42258,train,12,0,20,24.0,0
1884706,42259,train,11,0,21,30.0,0
1508686,42261,train,30,6,17,0.0,0
1435396,42263,train,15,0,18,18.0,0
2968769,42266,train,4,2,9,30.0,0
1369219,42267,train,11,5,12,30.0,0
3155460,42268,train,25,0,9,5.0,0
1905122,42269,train,11,3,13,20.0,0
1354290,42270,train,12,0,17,30.0,0
2752807,42271,train,8,1,0,16.0,0
915492,42272,train,5,5,16,30.0,0
821202,42274,train,20,0,13,4.0,0
1124503,42275,train,4,3,9,8.0,0
1011157,42276,train,27,0,14,24.0,0
825424,42277,train,36,1,13,11.0,0
2312632,42278,train,6,1,13,18.0,0
1518911,42279,train,62,0,1,7.0,0
1706890,42280,train,16,5,9,9.0,0
2077994,42283,train,4,3,15,9.0,0
2322635,42284,train,44,0,19,7.0,0
696459,42285,train,10,0,12,30.0,0
749633,42286,train,5,4,17,25.0,0
2314956,42287,train,39,3,16,12.0,0
3188337,42290,train,7,2,19,16.0,0
1561921,42291,train,9,5,13,30.0,0
1070060,42293,train,37,2,18,30.0,0
1344167,42294,train,11,5,22,19.0,0
1063822,42295,train,7,0,9,0.0,0
1972955,42296,train,6,1,18,17.0,0
1494427,42297,train,10,0,5,1.0,0
1362942,42298,train,34,5,18,30.0,0
3069231,42299,train,10,0,13,4.0,0
449332,42302,train,4,0,14,12.0,0
928542,42303,train,43,0,17,3.0,0
1932526,42304,train,17,0,11,6.0,0
2969944,42305,train,4,5,16,7.0,0
2046400,42306,train,27,5,8,5.0,0
1272546,42307,train,100,2,9,10.0,0
2969670,42308,train,7,3,19,9.0,0
2328896,42309,train,52,1,14,13.0,0
1634209,42310,train,38,5,10,25.0,0
973948,42311,train,4,0,11,30.0,0
1821650,42312,train,5,2,16,30.0,0
879966,42313,train,15,0,6,30.0,0
2099319,42314,train,16,0,13,30.0,0
2757641,42315,train,13,4,13,5.0,0
2274190,42317,train,5,0,19,22.0,0
256937,42319,train,76,3,14,6.0,0
3092414,42320,train,23,2,4,6.0,0
496419,42326,train,10,3,10,5.0,0
889360,42328,train,20,2,21,10.0,0
1512475,42329,train,14,3,16,30.0,0
454188,42330,train,4,6,9,30.0,0
3066835,42331,train,6,1,13,30.0,0
795137,42332,train,16,2,20,8.0,0
3050172,42333,train,4,1,19,30.0,0
1785380,42334,train,5,1,12,30.0,0
607341,42335,train,4,4,17,9.0,0
718141,42337,train,5,6,13,30.0,0
3124972,42338,train,23,3,14,7.0,0
3305188,42340,train,15,4,6,4.0,0
1803280,42341,train,6,0,20,6.0,0
705367,42342,train,10,0,12,7.0,0
2856596,42343,train,13,2,11,17.0,0
1260727,42345,train,33,0,9,8.0,0
1035709,42346,train,5,6,17,30.0,0
13073,42348,train,5,4,16,16.0,0
647295,42349,train,39,3,9,3.0,0
3323255,42350,train,18,2,7,7.0,0
1862592,42352,train,4,0,14,30.0,0
1434717,42353,train,15,2,16,30.0,0
2688326,42354,train,4,3,18,26.0,0
2477028,42355,train,10,6,9,30.0,0
1156187,42361,train,8,1,12,13.0,0
2675759,42362,train,7,4,13,27.0,0
2714938,42364,train,6,2,9,30.0,0
3224105,42365,train,5,0,16,30.0,0
1030643,42367,train,6,3,9,30.0,0
1536396,42368,train,4,1,9,7.0,0
1485619,42370,train,5,2,13,7.0,0
1892739,42373,train,12,0,10,10.0,0
1012635,42376,train,6,4,21,5.0,0
2477268,42378,train,21,5,13,6.0,0
150170,42380,train,5,0,14,30.0,0
2935611,42382,train,32,4,14,12.0,0
904449,42383,train,4,6,18,30.0,0
1010327,42386,train,15,4,0,30.0,0
1643069,42390,train,5,3,22,17.0,0
956321,42391,train,19,1,11,7.0,0
2405787,42392,train,36,6,16,4.0,0
675547,42393,train,4,3,9,9.0,0
2932086,42394,train,8,2,14,28.0,0
769515,42395,train,11,4,9,30.0,0
3155151,42396,train,5,6,19,30.0,0
1386877,42397,train,5,1,14,30.0,0
402531,42398,train,4,0,16,19.0,0
2426644,42399,train,24,0,18,2.0,0
2993876,42403,train,39,2,9,13.0,0
1203160,42404,train,14,3,14,30.0,0
1567988,42406,train,43,6,13,7.0,0
3417038,42408,train,24,6,10,5.0,0
341255,42410,train,42,6,12,4.0,0
426385,42413,train,14,5,7,23.0,0
897455,42415,train,14,2,14,30.0,0
894377,42417,train,37,1,10,7.0,0
199275,42418,train,7,1,16,9.0,0
1507783,42419,train,16,3,15,14.0,0
420069,42420,train,31,5,17,9.0,0
2879667,42421,train,35,0,16,2.0,0
2722727,42424,train,12,1,6,30.0,0
1528362,42427,train,18,3,19,20.0,0
3012031,42428,train,22,0,14,15.0,0
3361062,42429,train,8,4,21,30.0,0
3153725,42430,train,24,5,16,13.0,0
2052062,42432,train,48,5,15,2.0,0
2270412,42433,train,6,4,15,10.0,0
63056,42434,train,14,2,4,15.0,0
3175358,42435,train,34,5,13,7.0,0
1625298,42437,train,13,5,12,11.0,0
1999063,42439,train,7,0,11,26.0,0
219497,42440,train,20,5,18,20.0,0
1835408,42441,train,5,5,12,8.0,0
3120691,42444,train,24,5,13,8.0,0
733824,42445,train,5,1,18,30.0,0
882110,42447,train,7,1,17,10.0,0
3020758,42448,train,4,2,18,30.0,0
756943,42451,train,6,0,15,30.0,0
3326439,42452,train,4,5,21,17.0,0
1865506,42453,train,9,0,16,30.0,0
1802455,42454,train,6,6,15,30.0,0
1310711,42455,train,29,5,7,18.0,0
2924365,42456,train,4,1,10,30.0,0
2864439,42460,train,5,1,21,30.0,0
1611312,42464,train,5,3,8,20.0,0
1968735,42467,train,13,6,20,30.0,0
3194439,42468,train,5,4,13,30.0,0
1262732,42469,train,7,0,12,27.0,0
1513767,42470,train,20,4,15,24.0,0
449322,42471,train,14,3,12,5.0,0
401999,42473,train,4,1,18,30.0,0
1983947,42474,train,7,0,12,3.0,0
1249358,42475,train,4,3,18,30.0,0
1215327,42476,train,20,2,18,30.0,0
2206572,42477,train,17,0,12,5.0,0
991939,42478,train,5,1,23,1.0,0
978048,42481,train,30,6,15,30.0,0
256845,42485,train,10,4,10,30.0,0
1716283,42486,train,10,0,20,20.0,0
1556478,42488,train,12,0,13,13.0,0
1447887,42490,train,4,3,19,19.0,0
1127047,42491,train,18,4,9,12.0,0
1002166,42494,train,9,6,7,30.0,0
3160699,42495,train,10,3,16,27.0,0
724402,42496,train,23,0,14,3.0,0
1220483,42497,train,51,0,10,6.0,0
1711557,42500,train,11,1,11,30.0,0
654132,42501,train,16,1,8,30.0,0
2607930,42502,train,6,0,15,22.0,0
2626551,42503,train,6,4,17,26.0,0
373666,42506,train,8,1,7,7.0,0
113790,42507,train,40,1,16,4.0,0
29692,42508,train,41,5,12,4.0,0
1791384,42509,train,42,2,13,3.0,0
1241778,42510,train,12,6,10,13.0,0
1872855,42511,train,8,2,20,4.0,0
683069,42513,train,16,0,15,2.0,0
3388306,42514,train,20,4,8,4.0,0
3322019,42515,train,11,4,9,30.0,0
2969131,42518,train,14,5,8,30.0,0
3347540,42519,train,5,6,17,30.0,0
2187472,42520,train,100,6,11,3.0,0
3316948,42521,train,4,4,22,30.0,0
430199,42522,train,24,6,17,4.0,0
2139264,42524,train,6,4,22,25.0,0
582803,42525,train,9,2,23,30.0,0
1183286,42526,train,61,1,8,4.0,0
258830,42527,train,4,6,13,30.0,0
124731,42528,train,33,0,8,23.0,0
381556,42529,train,11,6,16,15.0,0
1260243,42530,train,6,5,14,30.0,0
1181618,42532,train,19,5,12,5.0,0
434828,42533,train,15,6,17,30.0,0
211104,42534,train,12,0,15,30.0,0
1224763,42537,train,5,0,14,6.0,0
3161768,42538,train,17,1,9,30.0,0
2709455,42540,train,4,6,9,16.0,0
2786446,42541,train,4,0,15,30.0,0
2487501,42542,train,16,1,17,15.0,0
1343636,42543,train,5,6,12,14.0,0
978607,42544,train,4,0,9,7.0,0
1356398,42547,train,12,4,17,18.0,0
2035839,42548,train,6,0,14,7.0,0
1791162,42549,train,14,6,12,7.0,0
2756482,42550,train,32,3,15,6.0,0
1282739,42551,train,4,4,22,17.0,0
648836,42553,train,5,0,20,15.0,0
1159073,42554,train,21,2,20,25.0,0
2299941,42556,train,16,4,14,30.0,0
3371362,42558,train,9,1,15,7.0,0
3005322,42559,train,6,3,15,30.0,0
2100476,42560,train,37,6,14,9.0,0
36068,42561,train,22,4,18,17.0,0
1456960,42562,train,11,2,14,8.0,0
1604289,42563,train,11,0,11,30.0,0
127980,42565,train,5,3,11,5.0,0
1558773,42566,train,22,0,14,13.0,0
2845100,42567,train,6,3,17,8.0,0
2076204,42571,train,29,2,7,11.0,0
3418624,42572,train,4,0,15,30.0,0
3125320,42573,train,10,3,14,30.0,0
3333874,42574,train,16,2,14,18.0,0
2647494,42575,train,28,0,21,3.0,0
2122080,42577,train,7,3,12,9.0,0
3190559,42578,train,6,1,13,4.0,0
3328835,42581,train,6,1,6,14.0,0
1326218,42582,train,14,0,17,6.0,0
2356669,42584,train,26,3,8,7.0,0
816653,42585,train,14,6,14,24.0,0
97151,42587,train,38,2,11,8.0,0
586416,42588,train,10,0,14,1.0,0
1277287,42592,train,18,2,23,16.0,0
2875477,42594,train,43,6,12,14.0,0
205276,42601,train,16,0,15,3.0,0
1095453,42602,train,6,5,15,2.0,0
1990782,42605,train,6,3,18,16.0,0
272451,42607,train,4,3,15,9.0,0
1167871,42608,train,4,6,10,23.0,0
3399157,42610,train,12,5,14,12.0,0
2118921,42612,train,18,6,18,24.0,0
7755,42615,train,4,5,20,5.0,0
924163,42616,train,7,6,10,30.0,0
1793027,42618,train,18,3,9,3.0,0
2785561,42620,train,33,5,8,24.0,0
961087,42621,train,6,1,11,15.0,0
2955193,42623,train,7,5,10,22.0,0
695237,42625,train,4,4,15,9.0,0
352311,42627,train,15,6,9,14.0,0
1718432,42628,train,10,5,23,30.0,0
1925852,42633,train,6,3,19,30.0,0
2879176,42635,train,13,5,8,30.0,0
3355862,42636,train,4,2,15,28.0,0
2059558,42638,train,9,6,16,5.0,0
1706757,42639,train,28,0,14,4.0,0
3263925,42640,train,18,0,1,6.0,0
3195438,42641,train,8,5,20,14.0,0
2466642,42642,train,29,0,14,5.0,0
1071481,42643,train,7,4,14,30.0,0
1758070,42645,train,5,0,23,17.0,0
1908252,42646,train,29,6,10,7.0,0
2162395,42648,train,10,3,15,6.0,0
699083,42649,train,16,5,11,30.0,0
745905,42651,train,15,0,10,14.0,0
3139072,42653,train,6,3,10,30.0,0
79772,42654,train,21,2,16,28.0,0
253341,42655,train,9,6,8,30.0,0
398741,42658,train,24,6,14,7.0,0
741754,42659,train,4,2,10,30.0,0
622104,42660,train,15,6,10,30.0,0
1996582,42661,train,4,4,10,3.0,0
565963,42662,train,19,6,11,20.0,0
1106604,42663,train,4,3,7,1.0,0
2613124,42664,train,33,5,8,12.0,0
709531,42665,train,6,0,18,22.0,0
2217009,42666,train,5,3,22,10.0,0
1461170,42667,train,11,1,12,5.0,0
1280943,42670,train,4,4,21,13.0,0
1273489,42671,train,38,5,8,7.0,0
923691,42672,train,10,3,12,2.0,0
784445,42673,train,21,3,19,9.0,0
2457273,42674,train,4,5,20,30.0,0
2399120,42676,train,45,4,16,5.0,0
3065447,42677,train,9,0,16,26.0,0
613898,42678,train,40,0,17,7.0,0
701844,42679,train,7,6,17,20.0,0
2443524,42680,train,5,0,13,13.0,0
1824310,42684,train,11,1,9,19.0,0
1215528,42685,train,30,1,13,8.0,0
1400455,42686,train,5,6,8,30.0,0
877445,42687,train,51,4,16,2.0,0
3322027,42689,train,16,5,11,16.0,0
1123626,42690,train,6,3,15,30.0,0
2665429,42692,train,8,3,19,30.0,0
2644338,42693,train,8,5,23,17.0,0
3111483,42694,train,4,4,15,1.0,0
82946,42695,train,6,1,17,26.0,0
1576178,42698,train,23,5,17,7.0,0
1420556,42699,train,43,0,7,7.0,0
625568,42700,train,18,5,12,18.0,0
1724733,42701,train,7,0,14,30.0,0
1355241,42703,train,17,0,14,11.0,0
951175,42704,train,5,0,13,30.0,0
271276,42706,train,38,5,16,30.0,0
3168039,42708,train,4,4,11,6.0,0
2476748,42710,train,5,2,12,18.0,0
3234080,42711,train,100,1,9,5.0,0
1080561,42712,train,39,2,11,30.0,0
123786,42714,train,33,3,10,22.0,0
1397392,42715,train,10,3,13,7.0,0
294176,42719,train,7,3,13,5.0,0
773001,42722,train,6,0,13,7.0,0
1975483,42723,train,28,0,10,7.0,0
3000840,42724,train,29,5,7,18.0,0
1859904,42725,train,55,1,12,11.0,0
1534279,42726,train,14,0,20,3.0,0
1043962,42727,train,9,0,20,30.0,0
2409545,42728,train,9,6,17,24.0,0
865100,42732,train,6,5,19,12.0,0
1523139,42733,train,26,2,13,11.0,0
2995247,42735,train,17,5,10,15.0,0
2680400,42736,train,30,0,9,8.0,0
429377,42737,train,46,3,11,6.0,0
2466517,42740,train,15,5,14,30.0,0
530894,42742,train,4,4,16,27.0,0
3080680,42743,train,13,4,21,9.0,0
629337,42745,train,7,0,12,5.0,0
1104610,42750,train,8,6,12,7.0,0
2872314,42752,train,8,4,15,17.0,0
1300433,42753,train,12,6,11,30.0,0
2198703,42754,train,8,6,19,24.0,0
3119049,42755,train,9,3,12,29.0,0
38,42756,train,6,6,16,24.0,0
2667290,42757,train,7,1,18,30.0,0
2583882,42758,train,5,4,10,30.0,0
3200190,42760,train,17,6,13,5.0,0
307264,42761,train,23,0,19,13.0,0
278609,42763,train,5,5,15,30.0,0
2233798,42764,train,7,5,15,30.0,0
3177978,42767,train,4,3,15,30.0,0
3376171,42768,train,5,1,17,30.0,0
424249,42769,train,7,4,9,1.0,0
1106456,42771,train,4,0,5,0.0,0
2447044,42775,train,6,4,14,15.0,0
2724671,42776,train,4,6,20,30.0,0
1544392,42777,train,12,1,14,6.0,0
1718287,42778,train,4,3,12,30.0,0
44972,42779,train,4,5,14,30.0,0
1367850,42780,train,10,0,10,30.0,0
1503965,42781,train,6,1,14,6.0,0
2296493,42782,train,17,4,20,27.0,0
984028,42785,train,5,4,12,30.0,0
2169155,42786,train,32,4,8,20.0,0
1954648,42787,train,4,0,17,21.0,0
803860,42788,train,20,0,12,18.0,0
2954890,42789,train,34,5,17,30.0,0
2090829,42791,train,12,1,22,30.0,0
2869939,42792,train,58,4,13,7.0,0
1461197,42794,train,20,2,12,7.0,0
713640,42795,train,60,1,18,16.0,0
2546569,42797,train,6,0,12,30.0,0
240905,42798,train,5,0,15,8.0,0
1988393,42799,train,12,1,0,30.0,0
467007,42801,train,24,2,18,5.0,0
1585425,42803,train,5,2,10,7.0,0
3303134,42806,train,17,0,9,30.0,0
1334633,42807,train,8,2,18,17.0,0
124599,42808,train,4,2,7,30.0,0
425663,42809,train,6,1,13,14.0,0
2335310,42810,train,10,6,13,7.0,0
1519366,42811,train,19,5,19,29.0,0
2168759,42812,train,11,3,12,28.0,0
842656,42814,train,36,6,22,2.0,0
2639960,42815,train,5,1,10,30.0,0
2684972,42816,train,9,5,11,17.0,0
2264950,42817,train,4,2,15,30.0,0
1880565,42818,train,6,5,12,30.0,0
3121426,42819,train,14,5,10,30.0,0
570680,42820,train,7,6,15,30.0,0
383580,42821,train,13,2,12,1.0,0
3197207,42823,train,12,1,11,30.0,0
137451,42824,train,9,5,14,20.0,0
1564247,42826,train,48,0,8,5.0,0
1249149,42830,train,67,2,13,1.0,0
1483255,42831,train,27,6,17,9.0,0
1672284,42832,train,20,5,14,5.0,0
656885,42834,train,8,5,9,30.0,0
1364486,42835,train,46,6,22,6.0,0
380491,42836,train,11,1,3,7.0,0
3144547,42837,train,8,2,15,30.0,0
2330330,42841,train,13,5,11,2.0,0
1452506,42842,train,5,5,17,12.0,0
1163851,42843,train,9,3,10,30.0,0
2559029,42844,train,8,5,14,28.0,0
1501280,42845,train,8,5,16,2.0,0
2742604,42847,train,4,0,12,21.0,0
1085556,42848,train,19,3,9,3.0,0
2059475,42850,train,14,1,10,30.0,0
850685,42852,train,9,2,18,30.0,0
993373,42853,train,6,6,14,7.0,0
859236,42855,train,12,5,12,30.0,0
1431136,42857,train,6,2,12,16.0,0
228197,42858,train,9,1,8,30.0,0
605926,42859,train,12,1,17,29.0,0
671461,42860,train,36,0,16,7.0,0
3185670,42861,train,4,1,10,22.0,0
1408774,42865,train,40,0,22,12.0,0
604846,42866,train,8,4,19,6.0,0
1952697,42867,train,7,5,9,30.0,0
176073,42870,train,5,3,12,30.0,0
911582,42871,train,13,3,16,18.0,0
360487,42873,train,10,0,13,14.0,0
607132,42877,train,7,2,11,14.0,0
1417892,42878,train,67,6,8,5.0,0
3368944,42881,train,4,1,15,20.0,0
400967,42883,train,4,3,14,26.0,0
2780095,42884,train,12,6,10,12.0,0
